식품명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),나트륨(mg),칼륨(mg),칼슘(mg),철(mg),비타민 A(μg RAE),비타민 C(mg),비타민 D(μg),포화지방산(g),콜레스테롤(mg)
된장국_시금치,9,96.8,1.02,0.17,0.98,0.11,124.0,181.0,15.0,0.29,18.0,0.18,0.0,0.03,0.64
된장국_시래기,15,95.7,1.31,0.22,2.03,0.0,195.0,36.0,36.0,0.9,2.0,0.0,0.0,0.03,0.91
된장국_쑥,15,95.8,1.22,0.47,1.52,0.73,243.0,148.0,10.0,0.21,20.0,0.16,0.0,0.06,0.21
된장국_아욱,20,94.4,2.28,0.56,1.59,0.11,236.0,122.0,114.0,0.89,19.0,0.18,0.0,0.08,10.22
된장국_얼갈이배추,9,97.3,0.5,0.41,0.85,0.06,195.0,136.0,26.0,0.28,19.0,0.3,0.0,0.02,0.0
된장국_우거지,20,94.9,2.77,0.59,0.82,0.63,291.0,84.0,14.0,0.35,0.0,0.0,0.0,0.13,7.11
된장국_콩나물,31,92.4,2.58,1.11,2.62,0.53,365.0,132.0,20.0,0.51,2.0,0.0,0.0,0.1,0.0
된장국_해물,28,92.9,2.1,0.98,2.68,0.45,384.0,140.0,28.0,0.6,6.0,1.54,0.0,0.13,11.38
된장국_호박,31,92.4,3.34,1.31,1.41,0.49,452.0,146.0,19.0,0.33,4.0,0.0,0.0,0.15,0.0
된장국_호박잎,7,98.2,0.4,0.32,0.54,0.07,163.0,34.0,8.0,0.23,12.0,0.0,0.0,0.02,0.0
무국_소고기,15,96.3,1.33,0.64,1.1,0.0,166.0,103.0,6.0,0.11,0.0,0.0,0.0,0.09,3.89
무국_홍합,25,95.4,0.79,2.03,0.86,0.24,233.0,113.0,17.0,0.22,6.0,1.69,0.0,0.01,2.3
묵국_메밀묵,22,94.3,1.0,0.4,3.57,0.28,238.0,76.0,10.0,0.26,3.0,0.0,0.0,0.03,0.0
미역국,12,97.2,0.65,0.61,0.87,0.27,168.0,81.0,19.0,0.27,5.0,0.0,0.0,0.05,0.0
쫄면,129,70.0,3.21,2.52,23.26,3.51,250.0,130.0,23.0,0.34,68.0,2.03,0.0,0.22,0.0
칼국수,77,80.5,3.3,0.49,14.9,0.0,220.0,87.0,7.0,0.36,5.0,0.0,0.0,0.2,17.14
칼국수_바지락,82,79.2,3.43,0.53,15.97,0.18,272.0,51.0,13.0,0.61,1.0,1.92,0.0,0.11,0.33
콩국수,81,83.3,3.9,3.35,8.92,0.24,67.0,109.0,22.0,0.6,1.0,1.36,0.0,0.17,0.0
닭죽,44,89.2,2.68,0.57,7.14,0.0,117.0,41.0,4.0,0.11,1.0,0.0,0.0,0.33,7.45
스프_양송이버섯,105,81.6,2.41,7.04,8.06,2.52,170.0,224.0,41.0,0.14,77.0,0.0,0.0,3.93,17.01
오리죽,155,67.1,7.5,4.99,19.95,0.0,62.0,85.0,11.0,0.8,13.0,0.11,0.0,1.16,36.07
전복죽,79,84.4,1.82,3.73,9.62,0.0,158.0,20.0,2.0,0.13,0.0,4.21,0.0,0.19,8.62
채소죽,43,89.1,1.69,0.69,7.62,0.17,224.0,172.0,9.0,0.2,4.0,0.59,0.0,0.18,0.0
팥죽,81,79.3,3.17,0.19,16.66,0.02,127.0,114.0,10.0,1.13,0.0,5.36,0.0,0.07,0.0
호박죽,49,89.0,1.93,1.71,6.58,3.56,42.0,335.0,11.0,0.26,38.0,1.59,0.0,0.04,0.0
흑임자죽,61,89.9,1.1,4.73,3.64,0.75,159.0,21.0,35.0,0.36,0.0,0.0,0.0,0.28,0.0
갈비탕,54,88.2,8.51,2.06,0.4,0.11,199.0,106.0,14.0,1.06,2.0,0.0,0.0,0.79,31.46
감자국,21,94.4,0.9,0.26,3.67,0.85,215.0,122.0,5.0,0.12,0.0,0.63,0.0,0.03,0.0
곰탕,24,94.9,3.43,1.12,0.11,0.0,124.0,35.0,7.0,0.45,1.0,2.75,0.0,0.41,9.04
곰탕_우거지,25,93.6,2.37,0.6,2.6,0.33,225.0,71.0,17.0,0.38,19.0,0.0,0.0,0.14,1.71
굴국_무,25,93.4,2.41,0.36,2.93,0.14,251.0,107.0,20.0,0.75,5.0,32.07,0.0,0.09,8.78
김치국,23,94.4,1.34,0.76,2.63,0.03,208.0,105.0,12.0,0.15,1.0,0.44,0.0,0.19,4.78
김치국_콩나물,12,96.8,0.82,0.47,1.15,0.49,230.0,125.0,10.0,0.16,3.0,0.35,0.0,0.09,0.6
내장탕,71,87.2,5.82,4.52,1.68,0.05,216.0,78.0,10.0,1.05,27.0,7.66,0.0,1.78,63.89
냉국_미역,37,90.8,0.19,0.67,7.51,4.49,148.0,116.0,24.0,0.65,0.0,0.21,0.0,0.01,0.0
냉국_미역_오이,6,97.7,0.37,0.15,0.85,0.69,327.0,30.0,13.0,0.14,3.0,0.0,0.0,0.01,0.0
국수_쟁반막국수,119,74.0,6.68,4.56,12.81,8.12,513.0,245.0,26.0,1.0,34.0,0.93,0.0,0.88,18.97
냉면_물냉면,55,86.5,1.96,0.64,10.31,4.52,161.0,49.0,7.0,0.28,2.0,0.0,0.0,0.16,15.35
냉면_비빔냉면,100,77.4,5.67,2.64,13.35,4.02,177.0,167.0,23.0,0.49,7.0,3.22,0.0,0.54,47.34
냉면_회냉면_홍어,148,67.1,5.81,4.02,22.21,2.84,99.0,161.0,53.0,1.01,8.0,3.19,0.0,0.27,8.88
떡국,84,79.0,3.43,0.53,16.37,0.08,176.0,51.0,4.0,0.37,0.0,2.25,0.0,0.24,16.7
떡만두국,111,76.3,3.53,3.91,15.47,0.01,206.0,91.0,15.0,0.56,0.0,0.0,0.0,0.57,11.33
라면,82,81.5,1.72,2.28,13.65,0.0,283.0,57.0,33.0,0.07,3.0,0.0,0.0,0.82,0.0
라면_달걀,108,76.3,2.61,3.18,17.33,0.18,183.0,11.0,15.0,0.27,4.0,0.0,0.0,1.35,28.5
라면_떡,96,78.9,2.04,2.92,15.27,0.0,270.0,53.0,33.0,0.05,2.0,0.0,0.0,1.0,0.0
만두_고기만두,159,64.8,12.38,4.45,17.4,0.16,206.0,186.0,20.0,1.03,6.0,0.0,0.0,0.61,19.91
만두_군만두,234,54.4,7.03,11.5,25.57,2.77,385.0,214.0,41.0,0.82,16.0,4.7,0.0,3.28,9.49
만두_김치만두,152,66.4,10.24,4.76,17.02,0.35,393.0,221.0,18.0,0.83,6.0,0.0,0.0,0.1,23.27
만두_물만두,195,64.0,8.06,11.13,15.61,2.13,332.0,173.0,31.0,0.58,32.0,4.73,0.0,3.08,12.13
만두국_사골,87,82.2,3.74,4.0,8.94,0.06,333.0,68.0,14.0,0.67,6.0,4.34,0.0,1.71,26.25
메밀국수_온면,63,83.9,3.14,0.29,12.06,0.0,194.0,75.0,9.0,0.19,11.0,0.0,0.0,0.12,0.0
수제비,58,85.4,2.31,0.52,11.08,0.0,142.0,106.0,9.0,0.2,4.0,2.17,0.0,0.15,12.85
스파게티_미트볼,180,65.2,7.34,8.88,17.62,0.89,218.0,174.0,18.0,0.9,18.0,2.0,0.0,1.44,12.58
우동_일식,158,64.0,1.78,3.22,30.48,0.02,157.0,39.0,17.0,0.3,1.0,0.0,0.0,0.3,0.0
우동볶음,128,69.5,2.8,2.01,24.79,0.43,257.0,110.0,7.0,0.19,13.0,0.0,0.0,0.49,0.0
월남쌈,118,76.1,5.94,4.97,12.25,5.5,230.0,145.0,19.0,0.39,17.0,0.0,0.0,2.13,31.58
자장면,88,79.8,2.69,2.22,14.37,6.07,307.0,63.0,12.0,0.07,1.0,4.21,0.0,0.38,2.05
짬뽕,58,86.7,2.79,1.54,8.26,1.57,181.0,80.0,12.0,0.06,17.0,7.81,0.0,0.25,10.52
호떡_견과류,314,29.7,5.41,7.07,57.12,0.73,211.0,33.0,14.0,0.38,0.0,0.0,0.0,0.89,0.0
간자장,125,73.3,5.12,4.89,15.13,0.86,455.0,125.0,12.0,0.54,0.0,4.57,0.0,0.8,6.05
국수_막국수,133,67.2,5.8,1.61,23.9,4.88,405.0,135.0,17.0,1.02,30.0,2.13,0.0,0.46,5.53
국수_비빔국수,102,74.6,3.01,0.95,20.47,4.11,239.0,112.0,20.0,0.53,17.0,2.33,0.0,0.2,1.01
국수_잔치국수,44,88.9,1.93,0.49,8.05,0.04,216.0,38.0,8.0,1.44,4.0,2.18,0.0,0.16,0.6
회덮밥_모듬,145,68.0,9.1,4.15,17.76,3.07,155.0,217.0,13.0,0.23,36.0,3.0,0.46,0.85,27.38
가래떡,195,51.1,3.92,0.51,43.73,0.0,241.0,23.0,5.0,0.25,0.0,0.0,0.0,0.19,0.0
경단_깨,240,47.3,6.28,6.72,38.58,0.61,203.0,75.0,178.0,0.84,0.0,0.0,0.0,0.99,0.0
꿀떡,228,44.2,3.74,1.73,49.48,0.29,275.0,39.0,15.0,0.36,0.0,0.0,0.0,0.3,0.0
모듬찰떡,218,47.4,6.78,2.44,42.27,2.98,188.0,191.0,19.0,0.75,1.0,1.85,0.0,0.28,0.0
백설기,230,43.8,3.71,1.45,50.4,0.11,211.0,31.0,6.0,0.08,0.0,0.0,0.0,0.12,0.0
송편_깨,219,48.3,4.65,3.23,42.83,1.98,260.0,50.0,96.0,0.46,0.0,0.0,0.0,0.62,0.0
시루떡,224,45.3,3.77,1.85,48.13,0.04,195.0,161.0,14.0,0.66,0.0,1.83,0.0,0.11,0.0
약식,220,47.2,4.21,2.45,45.24,13.24,221.0,85.0,13.0,0.33,0.0,0.0,0.0,0.27,0.0
인절미,242,41.0,5.64,2.16,50.07,6.35,297.0,128.0,16.0,0.4,0.0,2.99,0.0,0.24,0.0
절편_쑥,192,54.3,7.72,2.42,34.87,0.25,192.0,39.0,27.0,0.43,4.0,0.0,0.0,0.24,0.0
증편,200,50.7,3.17,1.2,44.15,3.19,284.0,22.0,10.0,0.1,0.0,0.0,0.0,0.15,0.0
찹쌀떡_팥,295,29.0,5.06,2.53,62.93,25.95,140.0,34.0,17.0,0.41,0.0,0.0,0.0,0.13,0.0
비빔밥_돌솥,147,65.7,5.39,2.95,24.68,1.24,337.0,114.0,25.0,0.59,56.0,0.28,0.0,0.33,9.98
비빔밥_육회,147,65.7,6.39,3.36,22.92,4.45,446.0,178.0,28.0,0.89,36.0,0.0,0.0,0.77,30.56
삼각김밥_참치마요네즈,199,59.6,5.93,8.21,25.45,0.0,230.0,76.0,10.0,0.38,23.0,2.18,0.0,1.0,10.47
수수밥,161,60.8,3.16,0.92,35.02,0.08,1.0,26.0,4.0,0.17,0.0,0.08,0.0,0.13,0.0
알밥,128,72.8,4.73,5.11,15.75,2.3,430.0,128.0,43.0,0.44,39.0,2.64,0.0,0.59,45.98
영양돌솥밥,184,57.4,3.43,2.87,36.06,0.63,6.0,36.0,9.0,0.48,10.0,0.0,0.0,0.61,0.0
오므라이스,173,64.3,6.5,7.23,20.54,3.19,433.0,163.0,19.0,0.84,64.0,67.24,0.0,1.38,86.99
자장밥,122,74.4,4.27,4.72,15.57,0.03,236.0,137.0,11.0,0.41,11.0,3.94,0.0,0.58,5.75
잡곡밥,146,63.9,5.3,0.87,29.33,0.32,3.0,157.0,17.0,1.33,0.0,0.0,0.0,0.22,0.0
잡채밥,150,65.8,4.02,3.42,25.79,0.05,227.0,148.0,16.0,0.78,118.0,4.31,0.0,0.41,5.91
주먹밥_소고기,178,57.3,4.76,2.18,34.73,0.23,357.0,69.0,9.0,0.29,0.0,0.0,0.0,0.65,6.52
짬뽕밥,72,82.8,3.2,1.4,11.65,1.34,234.0,138.0,13.0,0.67,13.0,2.69,0.0,0.23,15.78
차조밥,157,61.5,2.84,0.65,34.86,0.04,1.0,27.0,4.0,0.32,0.0,0.8,0.0,0.14,0.0
찰밥,153,61.4,4.39,0.18,33.56,0.49,3.0,168.0,11.0,0.22,0.0,0.92,0.0,0.08,0.0
초밥_모듬,160,61.2,9.66,1.59,26.72,1.4,142.0,161.0,14.0,0.07,1.0,0.0,0.61,0.41,19.43
초밥_유부초밥,194,57.4,5.78,5.77,29.82,1.99,386.0,57.0,46.0,0.59,23.0,4.25,0.0,0.69,3.12
카레라이스,108,73.9,3.11,1.4,20.74,0.16,210.0,91.0,12.0,0.3,13.0,3.16,0.0,0.44,2.79
콩나물밥,123,70.1,4.68,1.58,22.39,0.04,272.0,241.0,16.0,0.52,4.0,0.0,0.0,0.42,3.14
콩밥_검정콩,165,59.7,4.53,1.12,34.3,0.0,3.0,86.0,13.0,0.38,1.0,0.0,0.0,0.14,0.0
콩밥_완두콩,138,64.6,2.95,0.16,31.25,0.0,295.0,70.0,44.0,0.34,1.0,0.03,0.0,0.1,0.0
하이라이스,112,72.7,4.02,1.13,21.34,0.0,246.0,77.0,10.0,0.07,6.0,1.0,0.0,0.13,2.83
현미밥,172,57.2,3.1,0.47,38.9,0.0,2.0,41.0,5.0,0.21,0.0,0.8,0.0,0.18,0.0
김밥_날치알,177,59.8,6.1,4.26,28.66,1.43,299.0,118.0,20.0,0.62,61.0,0.78,0.0,1.2,55.15
김밥_돈가스,202,55.8,5.77,5.81,31.64,1.33,241.0,134.0,15.0,0.49,22.0,0.18,0.0,1.07,6.52
김밥_소고기,179,61.2,6.46,5.56,25.78,0.03,267.0,96.0,30.0,0.87,35.0,2.74,0.0,1.6,39.04
김밥_참치,174,64.2,7.0,7.22,20.26,0.71,335.0,123.0,51.0,0.72,66.0,3.06,0.0,1.4,33.45
김밥_채소,158,63.8,4.6,3.65,26.65,0.14,309.0,164.0,38.0,0.44,160.0,1.81,0.0,0.99,29.93
김밥_치즈,177,63.3,6.24,7.03,22.1,0.21,169.0,41.0,6.0,0.21,58.0,2.15,0.0,2.43,35.07
김밥_풋고추,169,61.9,4.88,4.41,27.52,0.09,327.0,148.0,19.0,0.49,104.0,2.92,0.0,1.24,37.81
덮밥_낙지,150,65.9,5.88,3.34,24.12,2.16,212.0,95.0,15.0,0.36,9.0,0.81,0.0,0.37,32.45
덮밥_닭고기,125,70.8,11.4,2.18,14.82,1.07,153.0,137.0,21.0,0.53,63.0,0.0,0.0,0.79,92.29
덮밥_돼지고기(제육),202,62.0,9.43,10.77,16.86,1.98,174.0,196.0,11.0,0.49,31.0,0.0,0.0,3.42,27.94
덮밥_불고기,182,60.2,6.6,5.31,26.96,0.07,253.0,138.0,6.0,0.82,1.0,0.0,0.0,1.4,15.83
덮밥_오징어,135,68.1,7.18,2.01,21.94,0.66,162.0,135.0,8.0,0.22,46.0,0.0,0.0,0.24,46.44
보리밥,161,59.9,2.9,0.24,36.77,2.57,4.0,28.0,7.0,0.2,0.0,0.02,0.0,0.1,0.0
볶음밥,183,56.9,5.56,2.76,33.97,0.0,212.0,99.0,13.0,0.52,40.0,4.13,0.0,1.1,29.28
볶음밥_계란,225,56.6,6.62,11.28,24.23,0.17,318.0,159.0,18.0,0.44,47.0,31.12,0.0,2.2,62.63
볶음밥_김치,167,68.1,5.32,9.18,15.74,13.89,470.0,168.0,30.0,0.7,25.0,4.17,0.0,1.43,70.41
볶음밥_새우,172,64.1,6.31,6.14,22.85,0.71,146.0,65.0,12.0,0.35,38.0,4.12,0.0,1.19,70.72
볶음밥_소고기,176,63.2,7.59,6.48,21.76,0.08,215.0,167.0,18.0,0.62,31.0,4.8,0.0,1.47,50.02
볶음밥_참치,180,57.4,4.62,3.27,32.9,0.12,631.0,66.0,15.0,0.11,7.0,0.18,0.0,0.49,2.76
볶음밥_채소,182,59.7,4.72,5.39,28.74,0.29,408.0,156.0,17.0,0.42,32.0,0.76,0.0,0.84,46.24
볶음밥_표고버섯,184,58.9,3.36,4.81,31.79,0.0,299.0,167.0,5.0,0.3,0.0,0.0,0.0,0.5,0.0
비빔밥,142,68.9,6.86,4.32,18.84,0.05,232.0,180.0,31.0,1.04,73.0,2.02,0.0,0.95,42.26
국밥_돼지머리,137,71.6,6.7,5.16,15.94,0.16,181.0,47.0,9.0,0.24,5.0,0.04,0.0,1.47,23.82
국밥_순대국밥,75,83.7,3.17,2.28,10.38,0.17,126.0,34.0,9.0,0.67,5.0,0.21,0.0,1.26,48.69
국밥_콩나물,52,86.8,1.45,0.24,10.93,0.0,172.0,42.0,6.0,0.18,2.0,1.26,0.0,0.12,0.0
기장밥,166,59.1,3.44,0.57,36.77,0.0,1.0,25.0,4.0,0.33,0.0,0.29,0.0,0.08,0.0
김밥,140,69.5,4.84,4.55,19.98,0.0,307.0,118.0,36.0,0.3,113.0,3.76,0.0,1.1,19.3
김밥_김치,130,71.2,4.3,4.03,19.17,0.29,349.0,126.0,44.0,0.31,41.0,3.43,0.0,1.06,47.38
