식품명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),나트륨(mg),칼륨(mg),칼슘(mg),철(mg),비타민 A(μg RAE),비타민 C(mg),비타민 D(μg),포화지방산(g),콜레스테롤(mg)
햄전,241,77.4,19.54,13.5,8.44,1.26,731.0,261.0,19.0,0.87,31.0,23.56,0.65,3.51,112.85
호박전,126,80.0,3.5,6.98,12.12,1.94,155.0,197.0,21.0,0.49,36.0,2.56,0.25,1.25,45.18
감자볶음_감자_베이컨,53,33.0,1.86,2.49,5.91,0.43,139.0,150.0,4.0,0.23,5.0,7.03,0.04,0.62,4.14
감자볶음_감자_햄,47,36.9,2.57,1.75,5.29,0.44,162.0,160.0,6.0,0.24,8.0,6.14,0.01,0.36,4.92
고추잡채,91,61.1,9.69,3.47,5.09,2.08,268.0,234.0,9.0,0.54,22.0,8.16,0.14,0.93,26.27
김치볶음_김치,54,70.4,1.39,3.0,5.51,2.94,457.0,214.0,46.0,0.57,23.0,4.29,0.0,0.44,0.0
김치볶음_김치_참치,57,62.6,5.95,1.75,4.28,2.21,462.0,205.0,34.0,1.76,18.0,3.43,1.19,0.2,7.39
오징어국,24,81.1,3.6,0.4,1.63,0.54,160.0,140.0,9.0,0.16,6.0,1.32,0.99,0.09,37.88
유부국,17,89.5,1.08,1.02,1.13,0.2,162.0,61.0,22.0,0.25,2.0,0.67,0.0,0.16,0.0
콩나물국_콩나물_소고기,31,79.4,2.51,1.66,1.75,0.42,151.0,126.0,10.0,0.36,6.0,1.33,0.0,0.49,5.61
콩나물국_콩나물만,7,65.9,0.85,0.23,1.01,0.14,151.0,65.0,9.0,0.16,2.0,0.37,0.0,0.04,0.0
감자탕,65,48.5,4.59,3.34,4.5,0.59,216.0,192.0,34.0,0.49,26.0,4.14,0.01,0.8,13.74
고추장찌개_두부,49,125.4,3.19,1.27,6.96,1.55,227.0,208.0,18.0,0.55,19.0,3.07,0.01,0.28,2.68
김치찌개_참치,36,118.3,4.61,0.98,2.28,0.85,300.0,158.0,22.0,1.27,9.0,1.52,0.8,0.11,5.01
꽃게탕,23,102.0,2.8,0.41,2.25,0.79,223.0,131.0,22.0,0.36,11.0,1.42,0.14,0.08,8.41
부대찌개,57,116.8,4.83,1.89,5.33,1.02,346.0,171.0,18.0,0.41,10.0,6.11,0.04,0.59,11.13
청국장찌개_배추김치,29,100.4,2.54,0.88,3.09,0.75,193.0,150.0,23.0,0.64,6.0,1.61,0.0,0.19,1.52
추어탕,26,40.5,2.65,0.77,2.36,0.51,238.0,118.0,107.0,1.12,43.0,4.2,0.41,0.12,18.07
김치찜_돼지고기,77,46.8,7.11,4.05,2.63,1.24,201.0,180.0,16.0,0.44,12.0,1.78,0.14,1.2,23.87
달걀찜_당근,69,45.9,6.12,3.6,2.3,0.62,218.0,89.0,31.0,0.92,86.0,0.62,0.86,1.25,157.48
닭찜_간장,109,50.7,9.2,4.31,8.11,1.81,208.0,141.0,13.0,0.66,33.0,2.15,0.0,1.16,32.43
닭찜_매운양념,114,54.3,9.11,4.73,8.71,2.34,229.0,153.0,12.0,0.64,42.0,2.44,0.0,1.26,32.29
돼지갈비찜_매운양념_채소,130,55.0,10.22,6.6,7.41,2.81,225.0,259.0,9.0,0.57,29.0,2.52,0.11,1.84,35.31
돼지갈비찜_매운양념_채소_떡,143,52.2,9.8,6.3,11.58,2.76,245.0,224.0,10.0,0.54,26.0,1.87,0.14,1.78,33.44
돼지갈비찜_채소,137,56.2,10.75,7.64,5.92,2.24,217.0,243.0,9.0,0.57,19.0,2.32,0.11,2.12,39.82
돼지갈비찜_채소_떡,143,54.3,10.28,6.66,10.12,2.07,230.0,215.0,9.0,0.51,19.0,2.06,0.13,1.94,35.81
돼지고기찜,109,57.3,10.82,3.25,8.89,2.09,220.0,231.0,10.0,0.55,20.0,2.18,0.29,1.13,31.97
가자미구이,127,46.9,14.41,6.46,1.65,0.01,289.0,247.0,27.0,0.48,7.0,1.32,10.47,1.09,64.53
갈치구이,117,36.0,9.59,6.95,3.05,0.12,184.0,134.0,26.0,0.55,9.0,0.52,4.99,1.54,36.43
쫄면,113,28.7,3.23,0.71,23.35,3.91,559.0,121.0,18.0,0.35,32.0,2.06,0.01,0.16,2.0
닭죽_채소,115,31.2,6.99,2.96,14.34,0.65,157.0,107.0,7.0,0.67,24.0,0.89,0.0,0.82,21.42
김치국_김치_콩나물,12,137.9,1.09,0.31,1.65,0.45,190.0,119.0,17.0,0.28,5.0,1.02,0.0,0.05,0.0
달걀국,22,123.0,2.07,0.98,1.12,0.23,205.0,78.0,12.0,0.4,19.0,0.48,0.23,0.33,42.37
닭고기육개장,43,53.0,4.35,2.06,1.96,0.48,159.0,101.0,19.0,0.33,25.0,2.61,0.02,0.55,17.53
닭곰탕,59,41.2,5.18,2.36,4.06,0.35,160.0,82.0,8.0,0.42,12.0,1.25,0.0,0.64,18.51
된장국_근대,14,92.8,1.02,0.36,1.92,0.44,240.0,145.0,14.0,0.26,38.0,1.16,0.0,0.06,0.0
된장국_미역,16,64.3,1.35,0.61,1.72,0.32,286.0,116.0,19.0,0.34,3.0,0.55,0.0,0.1,0.03
된장국_시금치,15,121.4,1.18,0.33,2.2,0.64,261.0,197.0,14.0,0.37,61.0,6.58,0.0,0.06,0.0
된장국_시래기,17,103.7,1.14,0.5,2.39,0.46,271.0,81.0,25.0,0.43,24.0,0.8,0.0,0.07,0.0
된장국_아욱,16,84.3,1.18,0.33,2.46,0.42,250.0,120.0,43.0,0.25,46.0,5.86,0.0,0.06,0.0
된장국_얼갈이배추,14,97.0,1.02,0.42,1.76,0.46,216.0,87.0,35.0,0.27,19.0,3.42,0.0,0.06,0.0
된장국_유부,26,98.6,1.72,1.3,2.03,0.49,208.0,90.0,25.0,0.38,2.0,0.87,0.0,0.21,0.0
들깨국,15,121.5,0.68,0.77,1.68,0.41,155.0,107.0,14.0,0.24,1.0,1.74,0.0,0.07,0.0
미소된장국,26,138.9,1.99,1.18,2.35,0.47,324.0,119.0,23.0,0.4,1.0,0.4,0.0,0.18,0.0
미역국_들깨,17,46.3,0.75,1.21,1.29,0.04,194.0,99.0,19.0,0.29,3.0,0.32,0.0,0.11,0.0
미역국_소고기,23,45.0,1.84,1.54,0.67,0.0,203.0,102.0,12.0,0.3,4.0,0.31,0.0,0.44,5.03
북어국_무,18,70.8,2.23,0.48,1.07,0.31,171.0,94.0,13.0,0.18,3.0,1.3,0.09,0.1,13.55
북어국_콩나물,18,68.7,2.42,0.52,1.09,0.23,177.0,92.0,15.0,0.22,3.0,0.92,0.08,0.11,12.12
삼계탕,80,28.2,7.32,3.85,3.54,0.29,102.0,87.0,5.0,0.38,16.0,0.31,0.0,1.13,29.45
소고기육개장,32,70.8,2.59,1.68,2.09,0.55,146.0,122.0,18.0,0.39,18.0,2.8,0.03,0.51,10.99
어묵국(어묵탕)_고춧가루,30,93.7,1.93,0.69,4.31,0.94,252.0,99.0,13.0,0.18,9.0,1.15,0.0,0.13,2.77
기장밥,121,4.3,2.23,0.16,26.3,0.01,2.0,58.0,2.0,0.49,0.0,0.0,0.0,0.05,0.0
돼지고기덮밥,165,42.1,7.92,2.72,26.17,1.91,143.0,208.0,13.0,0.74,27.0,2.08,0.15,0.85,22.86
보리밥,120,4.3,2.2,0.16,26.31,0.02,2.0,59.0,3.0,0.48,0.0,0.0,0.0,0.05,0.0
볶음밥_배추김치_돼지고기,113,33.4,4.05,1.83,19.46,1.02,165.0,144.0,16.0,0.56,20.0,2.58,0.06,0.47,10.67
비빔밥_돼지고기_양념장,90,25.4,3.3,1.25,16.24,1.41,129.0,125.0,10.0,0.49,30.0,1.45,0.06,0.3,10.35
비빔밥_소고기_양념장,79,21.2,2.51,1.22,14.43,1.14,110.0,104.0,10.0,0.54,24.0,1.16,0.02,0.29,5.56
비빔밥_열무_양념장,114,32.6,3.33,1.29,22.09,1.57,189.0,159.0,30.0,0.71,39.0,1.32,0.05,0.29,9.76
비빔밥_참치_양념장,83,15.3,3.31,0.66,15.66,1.29,137.0,89.0,8.0,0.87,21.0,0.76,0.45,0.09,2.82
수수밥,118,4.2,2.17,0.16,25.82,0.02,2.0,60.0,2.0,0.47,0.0,0.0,0.0,0.05,0.0
율무밥,118,4.1,2.23,0.17,25.56,0.01,2.0,58.0,2.0,0.48,0.0,0.0,0.0,0.05,0.0
짜장밥,140,34.2,4.03,1.38,26.91,1.91,274.0,168.0,12.0,0.59,17.0,3.15,0.02,0.3,3.55
차조밥,119,4.2,2.18,0.19,25.81,0.03,2.0,59.0,2.0,0.5,0.0,0.0,0.0,0.05,0.0
콩나물밥_양념장,112,27.1,3.55,1.2,21.33,0.36,130.0,123.0,13.0,0.63,10.0,0.66,0.0,0.28,2.43
현미밥_쌀,118,4.2,2.12,0.17,25.73,0.02,3.0,57.0,2.0,0.46,0.0,0.0,0.0,0.05,0.0
흑미밥,118,4.4,2.1,0.16,25.78,0.02,3.0,57.0,2.0,0.42,0.0,0.0,0.0,0.05,0.0
흑미밥_찹쌀,121,4.3,2.19,0.16,26.51,0.02,2.0,60.0,2.0,0.46,0.0,0.0,0.0,0.05,0.0
떡국_소고기,99,78.9,3.44,1.8,17.72,0.16,245.0,79.0,9.0,0.35,15.0,0.71,0.07,0.51,16.89
떡만두국_고기만두,67,80.6,2.67,1.59,10.7,0.19,165.0,80.0,16.0,0.67,10.0,0.32,0.04,0.54,9.47
만두국_고기만두,59,73.7,3.02,2.15,7.09,0.28,190.0,100.0,20.0,0.87,14.0,0.47,0.06,0.72,13.42
우동,61,77.8,1.81,0.8,11.24,0.23,169.0,41.0,12.0,0.19,3.0,0.21,0.0,0.18,0.81
자장면,114,28.8,4.03,1.2,20.92,1.51,298.0,176.0,13.0,0.3,9.0,1.99,0.02,0.26,3.44
잔치국수,66,73.8,2.34,0.9,11.84,0.63,290.0,73.0,11.0,0.32,13.0,0.91,0.04,0.2,7.42
참나물,17,32.2,0.75,0.81,2.02,0.21,157.0,202.0,23.0,0.51,47.0,1.41,0.0,0.12,0.0
취나물_간장_소금,25,20.8,0.97,1.15,3.42,0.56,96.0,150.0,39.0,1.42,54.0,3.07,0.0,0.16,0.0
취나물_된장,29,24.3,1.36,0.91,4.7,1.08,147.0,186.0,45.0,1.74,66.0,3.48,0.0,0.14,0.0
콩나물무침_콩나물_고춧가루,23,35.1,1.98,1.24,2.07,0.24,136.0,105.0,23.0,0.34,4.0,0.92,0.0,0.21,0.0
갑오징어무침,50,46.4,5.31,0.74,5.89,3.06,225.0,183.0,17.0,0.45,25.0,2.61,1.52,0.12,94.82
골뱅이무침_채소,60,53.8,5.06,0.74,9.16,5.13,387.0,140.0,23.0,0.51,42.0,3.07,0.16,0.12,15.08
골뱅이무침_채소_소면,87,39.0,5.01,0.71,15.19,4.01,379.0,118.0,19.0,0.46,32.0,2.6,0.26,0.13,12.06
과일샐러드,65,43.3,0.53,3.8,7.84,5.92,24.0,87.0,10.0,0.15,8.0,6.9,0.0,0.6,1.41
김무침,86,45.0,7.12,6.46,8.54,1.51,329.0,511.0,81.0,2.82,209.0,21.65,0.0,0.77,0.0
느타리버섯무침,39,61.0,2.16,1.52,6.75,2.6,297.0,197.0,16.0,0.69,22.0,1.43,0.0,0.22,0.0
단무지무침,34,94.0,0.9,1.67,3.97,1.05,601.0,96.0,32.0,0.38,11.0,17.86,0.0,0.27,0.0
도라지생채_오이,40,48.5,1.11,0.42,8.9,3.96,224.0,148.0,18.0,0.25,22.0,4.47,0.0,0.08,0.0
도라지생채_오징어채,92,35.5,9.61,1.4,10.58,4.05,446.0,201.0,23.0,0.67,25.0,2.33,2.78,0.24,37.87
도토리묵무침_채소,62,82.0,1.44,1.62,11.13,1.54,313.0,130.0,27.0,0.52,40.0,2.07,0.0,0.23,0.0
무생채_식초,40,75.6,1.09,0.67,8.15,4.68,300.0,259.0,27.0,0.32,13.0,6.8,0.0,0.11,0.0
상추겉절이,29,30.8,1.16,1.2,4.02,1.98,175.0,205.0,31.0,1.02,68.0,0.67,0.0,0.18,0.0
오이생채_오이,26,55.0,1.1,0.47,5.27,2.84,205.0,149.0,16.0,0.23,14.0,5.99,0.0,0.08,0.0
오이생채_오이_달래,36,52.7,1.22,0.97,6.7,3.5,241.0,165.0,20.0,0.52,29.0,4.9,0.0,0.16,0.0
오이생채_오이_부추,23,47.9,1.04,0.54,4.32,2.14,175.0,128.0,14.0,0.38,14.0,5.0,0.0,0.09,0.0
오이지무침,23,41.5,0.59,1.02,3.21,1.53,715.0,56.0,24.0,0.28,7.0,0.17,0.0,0.15,0.0
오징어무침_채소,63,49.6,6.91,0.85,7.25,3.45,229.0,217.0,15.0,0.26,33.0,3.02,1.97,0.19,75.34
청포묵무침,57,66.6,2.17,2.7,6.86,0.62,256.0,71.0,15.0,0.36,27.0,1.71,0.04,0.54,10.46
잔멸치볶음_잔멸치_견과류,120,7.8,7.04,7.14,7.24,2.34,373.0,119.0,95.0,0.47,0.0,0.12,2.08,0.96,52.42
잔멸치볶음_잔멸치_꽈리고추,90,16.4,7.08,3.61,7.16,2.3,482.0,120.0,102.0,0.28,3.0,4.85,2.62,0.63,65.95
잡채_돼지고기,93,36.5,3.02,2.49,14.87,2.13,216.0,146.0,22.0,0.93,47.0,3.66,0.02,0.45,5.73
잡채_소고기,106,38.2,2.84,3.24,16.78,2.33,249.0,161.0,27.0,1.18,56.0,4.62,0.02,0.71,7.0
고등어조림_배추김치,104,62.2,7.92,5.38,5.8,2.47,335.0,241.0,32.0,0.85,23.0,3.05,1.33,1.19,21.49
닭조림,111,60.2,10.5,3.63,8.84,2.5,214.0,222.0,11.0,0.61,46.0,2.51,0.0,0.94,33.99
두부조림,133,80.8,9.39,6.87,8.15,1.7,279.0,183.0,64.0,1.58,9.0,0.61,0.0,1.04,0.0
연근조림,76,38.7,1.32,0.98,15.97,3.73,277.0,231.0,17.0,0.46,0.0,11.96,0.0,0.15,0.0
우엉조림,104,43.1,3.69,2.98,16.51,4.62,356.0,243.0,28.0,0.67,0.0,0.38,0.0,0.6,2.87
장조림_돼지고기_메추리알,117,55.1,12.37,5.06,4.53,1.49,257.0,201.0,19.0,1.01,45.0,1.26,0.72,1.71,110.24
고구마맛탕,141,31.5,0.75,4.0,25.54,7.84,4.0,191.0,15.0,0.27,1.0,3.58,0.0,0.64,0.0
고구마튀김,233,38.0,1.48,10.9,31.33,5.96,124.0,234.0,17.0,0.38,3.0,4.21,0.03,1.7,4.58
동태까스_소스,273,59.8,11.6,15.64,19.42,2.61,385.0,176.0,38.0,0.52,17.0,6.66,0.36,2.52,53.42
가지나물,34,63.5,1.24,1.54,4.34,1.89,227.0,186.0,18.0,0.31,9.0,1.06,0.0,0.24,0.0
깻잎나물_깻잎,33,37.8,2.12,1.33,4.36,0.04,224.0,193.0,127.0,0.88,263.0,1.36,0.0,0.2,0.0
배추나물_된장,31,58.1,1.67,1.28,3.68,1.08,323.0,146.0,106.0,0.43,67.0,12.48,0.0,0.2,0.0
숙주나물_숙주,21,55.9,1.23,1.3,1.77,0.01,176.0,60.0,14.0,0.21,1.0,4.3,0.0,0.2,0.0
숙주나물_숙주_채소,19,53.2,1.12,0.97,1.89,0.22,169.0,69.0,13.0,0.21,10.0,4.91,0.0,0.14,0.0
숙주미나리나물,17,50.0,1.07,0.9,1.79,0.34,158.0,71.0,14.0,0.18,13.0,3.51,0.0,0.14,0.0
시금치나물_간장_소금,27,46.8,1.58,1.31,3.09,0.84,196.0,420.0,27.0,0.7,209.0,21.97,0.0,0.19,0.0
시금치나물_고추장,35,48.5,1.71,1.13,5.81,2.27,170.0,440.0,28.0,0.73,225.0,22.17,0.0,0.18,0.0
열무나물_된장,36,62.3,2.18,1.76,3.65,0.86,294.0,248.0,105.0,1.23,141.0,5.04,0.0,0.27,0.0
김치전_해물,96,39.4,4.32,3.5,10.88,1.01,243.0,126.0,24.0,0.6,16.0,2.11,0.61,0.57,33.38
달걀말이_채소,181,87.4,11.53,12.41,4.35,1.06,329.0,175.0,54.0,1.76,162.0,1.93,1.63,3.24,297.74
파전_해물,195,58.6,10.67,7.77,18.92,1.24,267.0,191.0,30.0,1.71,30.0,4.07,1.65,1.38,92.27
호박전,142,68.8,3.53,8.53,12.25,1.61,182.0,169.0,21.0,0.48,35.0,2.87,0.26,1.55,47.58
감자볶음_감자_베이컨,50,33.4,1.72,2.45,5.37,0.33,143.0,147.0,6.0,0.23,6.0,7.64,0.04,0.6,3.78
고추장볶음,235,83.0,8.96,4.85,43.37,19.22,1562.0,418.0,25.0,1.39,182.0,1.01,0.01,1.38,17.21
낙지볶음_채소,67,55.4,5.42,1.59,8.11,2.6,265.0,182.0,15.0,0.36,27.0,1.93,0.0,0.29,35.16
느타리버섯볶음_느타리버섯_채소,46,64.3,1.91,3.1,4.52,1.37,163.0,184.0,13.0,0.57,22.0,4.12,0.0,0.42,0.0
닭볶음(닭갈비)_매운양념,132,62.2,10.95,3.74,13.78,3.93,287.0,251.0,17.0,0.63,54.0,2.59,0.0,0.9,33.57
돼지고기볶음_돼지고기_배추김치,91,55.2,7.21,5.07,3.98,1.91,239.0,210.0,20.0,0.48,22.0,2.19,0.21,1.7,20.96
돼지고기볶음_돼지고기_버섯,121,62.8,11.58,5.1,7.51,3.51,269.0,264.0,10.0,0.6,32.0,2.43,0.35,1.66,31.68
돼지고기볶음_돼지고기_오징어,145,60.4,11.22,7.96,7.13,3.36,280.0,268.0,13.0,0.45,39.0,1.94,1.55,2.88,74.2
돼지고기볶음_돼지고기_채소,117,57.0,11.47,5.04,6.51,3.07,212.0,251.0,11.0,0.54,36.0,1.81,0.3,1.71,32.74
떡볶이_간장,168,53.1,4.81,2.93,30.93,1.99,358.0,111.0,13.0,0.5,23.0,1.11,0.01,0.73,8.27
떡볶이_고추장_어묵,154,71.8,3.65,1.46,32.47,4.59,406.0,118.0,19.0,0.3,39.0,1.83,0.0,0.29,2.39
마늘쫑볶음_건새우,64,21.9,3.16,2.97,6.55,2.6,285.0,93.0,193.0,0.86,9.0,9.74,0.01,0.5,15.76
소고기볶음_버섯,72,38.4,6.2,3.53,3.97,1.25,127.0,142.0,7.0,0.83,13.0,1.71,0.0,1.31,16.91
소시지볶음_채소,138,40.0,6.54,8.32,9.03,2.68,415.0,202.0,17.0,0.38,15.0,17.76,0.12,2.48,25.55
순대볶음,101,41.8,3.16,4.53,12.3,2.36,260.0,133.0,27.0,2.96,36.0,1.83,0.0,1.68,2.48
어묵볶음_어묵_채소,78,29.1,3.65,3.19,8.9,2.21,296.0,68.0,19.0,0.25,21.0,1.91,0.0,0.52,5.63
오징어볶음_채소,81,49.9,7.84,1.92,8.08,2.62,231.0,205.0,12.0,0.23,28.0,1.89,2.27,0.35,87.95
추어탕,30,61.0,3.09,1.05,2.28,0.41,184.0,125.0,125.0,1.41,47.0,4.22,0.49,0.14,21.87
콩비지찌개,39,124.4,3.02,1.06,4.46,0.69,196.0,150.0,32.0,0.88,6.0,1.41,0.04,0.28,5.22
김치찜_돼지고기,82,46.4,5.8,5.0,3.17,1.36,193.0,163.0,16.0,0.4,10.0,1.76,0.09,1.51,20.89
깻잎찜,60,44.8,2.98,1.87,9.07,2.26,462.0,264.0,111.0,1.02,234.0,2.71,0.0,0.29,0.0
달걀찜_당근,64,42.6,5.53,3.41,2.13,0.61,192.0,81.0,31.0,0.82,76.0,0.55,0.77,1.2,140.61
달걀찜_두부,75,66.0,6.56,4.01,2.49,0.66,210.0,110.0,37.0,0.97,78.0,0.36,0.83,1.35,152.16
닭찜_간장,102,49.4,8.59,3.77,8.27,2.0,180.0,171.0,13.0,0.61,37.0,2.41,0.0,1.01,29.09
닭찜_매운양념,98,48.0,8.1,3.55,8.33,2.44,199.0,159.0,10.0,0.54,49.0,1.85,0.0,0.93,27.29
돼지갈비찜_매운양념_채소,136,53.5,9.44,7.59,7.5,2.98,222.0,237.0,10.0,0.55,33.0,2.46,0.05,2.01,34.8
돼지갈비찜_채소,139,57.9,10.26,7.97,6.28,2.34,228.0,242.0,10.0,0.57,19.0,2.77,0.07,2.16,37.97
돼지갈비찜_채소_떡,142,51.4,8.99,6.82,10.95,2.12,220.0,188.0,9.0,0.48,15.0,1.52,0.06,1.84,32.27
갈치구이,127,35.8,9.83,7.36,4.3,0.0,373.0,136.0,28.0,0.57,9.0,0.45,5.09,1.68,37.36
감자구이,76,48.5,1.23,3.48,10.05,1.1,97.0,247.0,7.0,0.37,11.0,6.35,0.0,1.34,4.94
고등어구이,202,41.0,13.37,13.22,6.25,0.0,196.0,206.0,22.0,0.86,7.0,3.07,5.24,3.4,37.23
닭구이,96,43.4,11.19,3.33,4.57,1.9,277.0,143.0,7.0,0.44,19.0,0.32,0.0,0.82,34.74
닭날개구이,129,46.8,11.25,7.25,3.84,1.25,289.0,140.0,13.0,0.42,27.0,0.27,0.0,2.0,54.48
닭다리구이,90,35.7,8.53,4.69,2.72,0.87,203.0,122.0,6.0,0.32,18.0,0.18,0.0,1.49,39.41
돼지갈비구이_간장,128,42.1,9.02,7.88,4.62,2.65,221.0,175.0,8.0,0.44,3.0,1.42,0.06,2.19,35.8
돼지불고기_간장,84,45.5,8.44,3.6,4.34,1.7,171.0,181.0,6.0,0.41,11.0,1.29,0.22,1.22,23.76
돼지불고기_고추장,90,42.9,8.36,3.85,5.65,2.67,180.0,193.0,8.0,0.42,27.0,1.5,0.21,1.29,23.89
소불고기_버섯,88,43.8,7.48,4.34,4.72,1.95,155.0,164.0,7.0,1.04,13.0,1.17,0.0,1.6,21.11
오리불고기,75,48.9,9.2,1.63,5.92,2.4,187.0,197.0,11.0,1.26,31.0,1.21,0.53,0.54,39.74
된장국_얼갈이배추,13,104.2,0.94,0.45,1.72,0.41,179.0,96.0,36.0,0.26,20.0,3.57,0.0,0.06,0.0
된장국_유부,22,98.1,1.46,1.23,1.5,0.4,154.0,86.0,24.0,0.3,1.0,0.72,0.0,0.19,0.0
된장국_호박잎,17,133.5,1.33,0.37,2.54,0.55,183.0,151.0,32.0,0.5,36.0,1.76,0.0,0.06,0.06
들깨국,14,71.8,0.58,0.76,1.42,0.33,110.0,82.0,12.0,0.2,0.0,1.45,0.0,0.06,0.0
미소된장국,23,97.9,1.85,0.92,2.12,0.38,275.0,110.0,21.0,0.36,2.0,0.47,0.0,0.14,0.26
미역국_바지락,8,58.7,0.9,0.16,1.11,0.04,167.0,94.0,14.0,0.71,3.0,0.3,0.0,0.03,0.5
미역국_소고기,23,31.3,1.69,1.38,1.28,0.02,162.0,89.0,10.0,0.25,3.0,0.28,0.0,0.4,4.57
북어국_콩나물,14,86.2,2.02,0.37,0.96,0.19,134.0,92.0,13.0,0.18,2.0,0.86,0.06,0.08,8.77
삼계탕,77,27.3,6.7,3.17,5.0,0.65,160.0,100.0,7.0,0.48,14.0,0.74,0.0,0.92,25.55
설렁탕,41,26.5,2.65,1.24,4.43,0.18,135.0,56.0,5.0,0.38,2.0,0.4,0.02,0.41,9.0
소고기육개장,26,62.5,2.07,1.46,1.38,0.32,105.0,92.0,13.0,0.31,11.0,1.87,0.02,0.44,9.16
어묵국(어묵탕)_고춧가루 제외,25,101.8,1.69,0.58,3.44,0.69,202.0,81.0,12.0,0.16,5.0,0.95,0.0,0.11,2.48
오징어국,22,66.9,3.39,0.35,1.41,0.44,155.0,125.0,9.0,0.15,5.0,1.34,0.95,0.07,38.37
콩나물국_콩나물,7,88.4,0.83,0.2,1.01,0.14,179.0,74.0,9.0,0.16,1.0,0.41,0.0,0.04,0.0
콩나물국_콩나물_소고기,29,87.2,2.31,1.63,1.53,0.33,117.0,115.0,10.0,0.35,4.0,1.27,0.0,0.47,5.29
감자탕,51,50.9,3.39,2.61,3.87,0.55,172.0,161.0,28.0,0.4,19.0,3.55,0.01,0.61,9.75
김치찌개_돼지고기,38,87.6,3.87,1.48,2.17,0.8,205.0,147.0,20.0,0.42,8.0,1.58,0.08,0.43,7.54
김치찌개_참치,37,115.0,4.78,1.01,2.16,0.73,286.0,158.0,22.0,1.3,7.0,1.57,0.84,0.11,5.23
꽃게탕,18,76.8,2.3,0.29,1.65,0.58,182.0,97.0,19.0,0.36,7.0,1.14,0.03,0.06,4.77
순두부찌개_배추김치_돼지고기,29,111.4,3.55,1.02,1.55,0.67,150.0,146.0,17.0,0.63,7.0,1.06,0.04,0.24,6.2
순두부찌개_해물,29,112.4,4.09,0.85,1.41,0.61,134.0,141.0,16.0,0.83,6.0,0.88,0.2,0.16,13.75
청국장찌개_배추김치,29,106.6,2.56,0.88,2.85,0.66,186.0,150.0,23.0,0.62,5.0,1.25,0.0,0.19,1.35
현미밥_쌀,120,4.2,2.18,0.21,26.21,0.02,3.0,59.0,2.0,0.49,0.0,0.0,0.0,0.06,0.0
흑미밥_찹쌀,118,4.2,2.14,0.16,25.8,0.02,2.0,58.0,2.0,0.46,0.0,0.0,0.0,0.05,0.0
떡국_소고기,76,100.1,2.74,1.34,13.5,0.1,202.0,79.0,8.0,0.3,7.0,0.33,0.05,0.42,13.21
떡만두국_고기만두,61,69.5,2.46,1.43,9.69,0.17,162.0,78.0,14.0,0.59,8.0,0.25,0.04,0.49,8.93
만두국_고기만두,43,61.0,2.24,1.49,5.32,0.24,157.0,78.0,15.0,0.65,9.0,0.26,0.04,0.52,9.36
우동,52,71.2,1.56,0.65,9.54,0.19,130.0,36.0,11.0,0.17,3.0,0.16,0.0,0.14,0.69
자장면,105,32.0,3.77,1.15,19.22,1.48,279.0,157.0,12.0,0.28,8.0,1.93,0.01,0.27,2.33
잔치국수,67,73.9,2.35,0.83,12.19,0.62,308.0,73.0,10.0,0.32,12.0,0.53,0.03,0.19,5.61
쫄면,107,25.9,2.79,0.98,21.6,4.06,514.0,109.0,15.0,0.32,32.0,1.73,0.01,0.2,2.11
닭죽_채소,99,25.7,5.88,2.45,12.77,0.77,135.0,99.0,7.0,0.61,22.0,0.92,0.0,0.66,17.13
호박죽,71,31.6,1.39,0.28,16.08,5.61,140.0,198.0,12.0,0.28,79.0,3.45,0.0,0.06,0.0
갈비탕,39,25.0,2.19,2.13,2.71,0.26,109.0,59.0,6.0,0.45,2.0,0.72,0.02,0.76,9.9
김치국_김치_콩나물,10,106.6,0.94,0.27,1.38,0.38,146.0,96.0,14.0,0.23,4.0,0.85,0.0,0.05,0.0
달걀국,16,114.4,1.53,0.68,1.01,0.19,162.0,78.0,10.0,0.31,15.0,0.5,0.16,0.23,29.47
닭고기육개장,31,52.1,3.26,1.51,1.28,0.29,112.0,74.0,13.0,0.26,15.0,1.69,0.02,0.39,13.66
닭곰탕,48,59.9,4.6,1.98,2.73,0.4,171.0,96.0,7.0,0.34,11.0,1.55,0.0,0.53,15.73
된장국_근대,12,90.9,0.9,0.34,1.71,0.35,200.0,139.0,13.0,0.23,36.0,0.92,0.0,0.05,0.0
된장국_냉이_두부,20,90.0,1.82,0.63,2.0,0.43,179.0,93.0,24.0,1.16,7.0,1.87,0.0,0.1,0.14
된장국_미역,12,172.3,1.21,0.42,1.43,0.22,245.0,148.0,18.0,0.38,3.0,0.36,0.0,0.07,0.06
된장국_시금치,15,96.6,1.14,0.32,2.45,0.77,234.0,194.0,13.0,0.36,67.0,7.01,0.0,0.06,0.0
된장국_시래기,17,89.7,1.09,0.6,2.33,0.44,214.0,77.0,23.0,0.41,21.0,0.6,0.0,0.07,0.0
된장국_아욱,15,89.8,1.07,0.26,2.47,0.43,196.0,129.0,43.0,0.22,45.0,5.62,0.0,0.05,0.29
유채나물_간장_소금,22,42.8,2.1,0.89,2.4,0.31,154.0,200.0,85.0,0.7,111.0,29.05,0.0,0.14,0.01
유채나물_된장,30,50.9,2.79,0.97,3.65,0.7,182.0,255.0,98.0,0.87,129.0,33.17,0.0,0.16,0.02
